year,state,births,region,percent,topFive
1942,MA,77475,Northeast,3.01,"['Robert', 'John', 'Richard', 'William', 'James']"
1942,MI,113617,Midwest,4.41,"['Robert', 'James', 'John', 'William', 'Richard']"
1942,MN,52123,Midwest,2.02,"['James', 'Robert', 'John', 'Richard', 'David']"
1942,MS,48049,South,1.86,"['James', 'Robert', 'John', 'Willie', 'Charles']"
1942,MO,66046,Midwest,2.56,"['James', 'Robert', 'John', 'Barbara', 'William']"
1942,MT,9208,West,0.36,"['Robert', 'James', 'John', 'William', 'Mary']"
1942,NE,20591,Midwest,0.80,"['Robert', 'Larry', 'James', 'Mary', 'Sharon']"
1942,NV,1584,West,0.06,"['Robert', 'John', 'Mary', 'James', 'Richard']"
1942,NH,7965,Northeast,0.31,"['Robert', 'Richard', 'John', 'William', 'Sandra']"
1942,NJ,73097,Northeast,2.84,"['Robert', 'John', 'William', 'James', 'Richard']"
1942,NM,11893,West,0.46,"['Robert', 'Joe', 'John', 'James', 'David']"
1942,NY,230877,Northeast,8.96,"['Robert', 'John', 'Richard', 'William', 'James']"
1942,NC,83530,South,3.24,"['James', 'William', 'Robert', 'John', 'Charles']"
1942,ND,11043,Midwest,0.43,"['James', 'Robert', 'Mary', 'Richard', 'Gary']"
1942,OH,134158,Midwest,5.21,"['James', 'Robert', 'John', 'William', 'Richard']"
1942,OK,41859,South,1.62,"['James', 'Mary', 'Jerry', 'John', 'Robert']"
1942,OR,19269,West,0.75,"['Robert', 'James', 'John', 'Richard', 'David']"
1942,PA,183235,Northeast,7.11,"['John', 'Robert', 'James', 'William', 'Richard']"
1942,RI,11942,Northeast,0.46,"['Robert', 'John', 'Richard', 'William', 'Joseph']"
1942,SC,47562,South,1.85,"['James', 'William', 'John', 'Robert', 'Charles']"
1942,SD,9851,Midwest,0.38,"['Robert', 'James', 'Mary', 'Larry', 'Sharon']"
1942,TN,63248,South,2.45,"['James', 'William', 'Robert', 'Charles', 'John']"
1942,TX,137434,South,5.33,"['James', 'Robert', 'John', 'William', 'Charles']"
1942,UT,12987,West,0.50,"['David', 'Linda', 'Robert', 'Richard', 'John']"
1942,VT,5374,Northeast,0.21,"['Robert', 'Richard', 'John', 'Mary', 'David']"
1942,VA,58726,South,2.28,"['James', 'William', 'Robert', 'John', 'Charles']"
1942,WA,33750,West,1.31,"['Robert', 'James', 'John', 'Sharon', 'Richard']"
1942,WV,41405,South,1.61,"['James', 'Robert', 'William', 'John', 'Charles']"
1942,WI,57833,Midwest,2.24,"['James', 'Robert', 'John', 'Richard', 'Judith']"
1942,WY,3815,West,0.15,"['John', 'Robert', 'James', 'Mary', 'Sharon']"
1943,AK,913,West,0.03,"['Mary', 'John', 'James', 'David', 'William']"
1943,AL,68251,South,2.56,"['James', 'William', 'John', 'Robert', 'Charles']"
1943,AZ,13536,West,0.51,"['Mary', 'Robert', 'John', 'James', 'Richard']"
1943,AR,41798,South,1.57,"['James', 'Charles', 'John', 'Robert', 'Betty']"
1943,CA,159796,West,6.00,"['Robert', 'John', 'James', 'Richard', 'William']"
1943,CO,21532,West,0.81,"['James', 'Robert', 'Mary', 'John', 'Richard']"
1943,CT,34092,Northeast,1.28,"['Robert', 'John', 'Richard', 'William', 'James']"
1943,DE,4883,South,0.18,"['William', 'John', 'Robert', 'James', 'Mary']"
1943,FL,42643,South,1.60,"['James', 'Robert', 'John', 'William', 'Charles']"
1943,GA,73201,South,2.75,"['James', 'William', 'John', 'Robert', 'Charles']"
1943,HI,9194,West,0.35,"['Robert', 'Ronald', 'James', 'Richard', 'Patricia']"
1943,ID,9775,West,0.37,"['Robert', 'Linda', 'James', 'John', 'Richard']"
1943,IL,143026,Midwest,5.37,"['Robert', 'James', 'John', 'Richard', 'William']"
1943,IN,66743,Midwest,2.50,"['James', 'Robert', 'John', 'David', 'William']"
1943,IA,43036,Midwest,1.61,"['Mary', 'Robert', 'James', 'John', 'Richard']"
1943,KS,30856,Midwest,1.16,"['Robert', 'James', 'Mary', 'John', 'Larry']"
1943,KY,58538,South,2.20,"['James', 'William', 'Charles', 'Robert', 'John']"
1943,LA,54596,South,2.05,"['James', 'John', 'Robert', 'Charles', 'Joseph']"
1943,ME,15710,Northeast,0.59,"['Robert', 'Richard', 'John', 'James', 'David']"
1943,MD,38467,South,1.44,"['James', 'John', 'Mary', 'Robert', 'William']"
1943,MA,79742,Northeast,2.99,"['Robert', 'John', 'Richard', 'William', 'James']"
1943,MI,114958,Midwest,4.31,"['Robert', 'James', 'John', 'Richard', 'William']"
1943,MN,51697,Midwest,1.94,"['James', 'Mary', 'Robert', 'John', 'Richard']"
1943,MS,49873,South,1.87,"['James', 'Robert', 'John', 'Willie', 'Charles']"
1943,MO,67563,Midwest,2.54,"['James', 'Robert', 'John', 'William', 'Larry']"
1943,MT,8865,West,0.33,"['Robert', 'John', 'James', 'Mary', 'William']"
1943,NE,21467,Midwest,0.81,"['Robert', 'James', 'Mary', 'Larry', 'Richard']"
1943,NV,1871,West,0.07,"['James', 'Robert', 'John', 'William', 'Sharon']"
1943,NH,7980,Northeast,0.30,"['Robert', 'Richard', 'John', 'David', 'William']"
1943,NJ,73635,Northeast,2.76,"['Robert', 'John', 'William', 'Richard', 'James']"
1943,NM,12547,West,0.47,"['Mary', 'Robert', 'Joe', 'John', 'James']"
1943,NY,234075,Northeast,8.78,"['Robert', 'John', 'Richard', 'James', 'William']"
1943,NC,86580,South,3.25,"['James', 'William', 'Robert', 'John', 'Charles']"
1943,ND,11047,Midwest,0.41,"['James', 'Robert', 'Sharon', 'Richard', 'Mary']"
1943,OH,132821,Midwest,4.98,"['James', 'Robert', 'John', 'William', 'Richard']"
1943,OK,43913,South,1.65,"['James', 'Mary', 'Robert', 'John', 'Jerry']"
1943,OR,22048,West,0.83,"['Robert', 'James', 'John', 'Richard', 'Sharon']"
1943,PA,183483,Northeast,6.89,"['John', 'Robert', 'James', 'William', 'Richard']"
1943,RI,12484,Northeast,0.47,"['Robert', 'John', 'Richard', 'William', 'Carol']"
1943,SC,49364,South,1.85,"['James', 'John', 'William', 'Robert', 'Betty']"
1943,SD,10322,Midwest,0.39,"['Robert', 'Mary', 'James', 'Richard', 'Larry']"
1943,TN,65110,South,2.44,"['James', 'William', 'Robert', 'Linda', 'Charles']"
1943,TX,152252,South,5.71,"['James', 'Robert', 'John', 'William', 'Charles']"
1943,UT,14648,West,0.55,"['Linda', 'Robert', 'David', 'Richard', 'John']"
1943,VT,5537,Northeast,0.21,"['Robert', 'Richard', 'John', 'James', 'Mary']"
1943,VA,60869,South,2.28,"['James', 'William', 'Mary', 'Robert', 'John']"
1943,WA,38668,West,1.45,"['Robert', 'James', 'John', 'Richard', 'Linda']"
1943,WV,39637,South,1.49,"['James', 'Robert', 'Mary', 'John', 'William']"
1943,WI,57864,Midwest,2.17,"['James', 'Robert', 'John', 'Richard', 'David']"
1943,WY,4060,West,0.15,"['John', 'Robert', 'James', 'Mary', 'Sharon']"
1944,AK,1003,West,0.04,"['Robert', 'Mary', 'John', 'James', 'William']"
1944,AL,64708,South,2.55,"['James', 'William', 'Robert', 'John', 'Linda']"
1944,AZ,13439,West,0.53,"['Mary', 'Robert', 'James', 'John', 'Richard']"
1944,AR,39480,South,1.56,"['James', 'Charles', 'John', 'Robert', 'Betty']"
1944,CA,164322,West,6.48,"['Robert', 'John', 'James', 'Richard', 'William']"
1944,CO,21474,West,0.85,"['Robert', 'John', 'James', 'Richard', 'William']"
1944,CT,29794,Northeast,1.17,"['Robert', 'John', 'Richard', 'William', 'James']"
1944,DE,4656,South,0.18,"['William', 'James', 'Robert', 'John', 'Mary']"
1944,FL,45766,South,1.80,"['James', 'Robert', 'John', 'Mary', 'William']"
1944,GA,72109,South,2.84,"['James', 'John', 'William', 'Robert', 'Charles']"
1944,HI,9837,West,0.39,"['Robert', 'Patricia', 'Dennis', 'James', 'Ronald']"
1944,ID,9683,West,0.38,"['Linda', 'John', 'Robert', 'James', 'Richard']"
1944,IL,129904,Midwest,5.12,"['Robert', 'James', 'John', 'Richard', 'William']"
1944,IN,63940,Midwest,2.52,"['James', 'Robert', 'John', 'David', 'William']"
1944,IA,41763,Midwest,1.65,"['Robert', 'James', 'Richard', 'Linda', 'John']"
1944,KS,30107,Midwest,1.19,"['Robert', 'Mary', 'John', 'James', 'Larry']"
1944,KY,56462,South,2.23,"['James', 'Mary', 'William', 'Charles', 'Robert']"
1944,LA,53789,South,2.12,"['James', 'John', 'Robert', 'Charles', 'Barbara']"
1944,ME,14916,Northeast,0.59,"['Robert', 'Richard', 'John', 'James', 'David']"
1944,MD,36317,South,1.43,"['James', 'John', 'William', 'Mary', 'Robert']"
1944,MA,72857,Northeast,2.87,"['Robert', 'John', 'Richard', 'William', 'James']"
1944,MI,103939,Midwest,4.10,"['Robert', 'James', 'John', 'Richard', 'William']"
1944,MN,49352,Midwest,1.95,"['James', 'Mary', 'Robert', 'John', 'Richard']"
1944,MS,47753,South,1.88,"['James', 'Robert', 'John', 'Willie', 'William']"
1944,MO,63170,Midwest,2.49,"['James', 'Robert', 'John', 'William', 'Larry']"
1944,MT,8466,West,0.33,"['Robert', 'James', 'John', 'Richard', 'Mary']"
1944,NE,21185,Midwest,0.84,"['Robert', 'Mary', 'James', 'John', 'Richard']"
1944,NV,1979,West,0.08,"['Robert', 'John', 'Linda', 'James', 'Richard']"
1944,NH,7054,Northeast,0.28,"['Richard', 'Robert', 'John', 'David', 'William']"
1944,NJ,67183,Northeast,2.65,"['Robert', 'John', 'William', 'Richard', 'James']"
1944,NM,13143,West,0.52,"['Mary', 'Robert', 'Joe', 'James', 'John']"
1944,NY,215646,Northeast,8.50,"['Robert', 'John', 'Richard', 'James', 'William']"
1944,NC,83090,South,3.27,"['James', 'William', 'Linda', 'John', 'Robert']"
1944,ND,11140,Midwest,0.44,"['James', 'Robert', 'Mary', 'Gary', 'David']"
1944,OH,122344,Midwest,4.82,"['James', 'Robert', 'John', 'William', 'Richard']"
1944,OK,41832,South,1.65,"['James', 'John', 'Robert', 'Jerry', 'Charles']"
1944,OR,21067,West,0.83,"['Robert', 'James', 'John', 'Richard', 'David']"
1944,PA,163529,Northeast,6.45,"['John', 'Robert', 'James', 'William', 'Richard']"
1944,RI,11731,Northeast,0.46,"['Robert', 'John', 'Richard', 'William', 'James']"
1944,SC,47689,South,1.88,"['James', 'John', 'William', 'Robert', 'Betty']"
1944,SD,10038,Midwest,0.40,"['James', 'Mary', 'Robert', 'Richard', 'Larry']"
1944,TN,62960,South,2.48,"['James', 'Mary', 'William', 'Linda', 'Robert']"
1944,TX,154553,South,6.09,"['James', 'Robert', 'John', 'Charles', 'William']"
1944,UT,13755,West,0.54,"['Linda', 'Robert', 'Richard', 'David', 'John']"
1944,VT,5144,Northeast,0.20,"['Robert', 'David', 'Richard', 'John', 'Linda']"
1944,VA,58839,South,2.32,"['James', 'William', 'Robert', 'John', 'Barbara']"
1944,WA,38871,West,1.53,"['Robert', 'John', 'James', 'Richard', 'Linda']"
1944,WV,37164,South,1.46,"['James', 'Robert', 'William', 'John', 'Charles']"
1944,WI,55000,Midwest,2.17,"['James', 'Robert', 'Mary', 'John', 'Richard']"
1944,WY,4037,West,0.16,"['Robert', 'John', 'James', 'Mary', 'William']"
1945,AK,919,West,0.04,"['Mary', 'Robert', 'John', 'Richard', 'James']"
1945,AL,62489,South,2.50,"['James', 'William', 'John', 'Robert', 'Linda']"
1945,AZ,12870,West,0.51,"['Mary', 'Robert', 'John', 'Richard', 'James']"
1945,AR,37069,South,1.48,"['James', 'Mary', 'Linda', 'Charles', 'Robert']"
1945,CA,171747,West,6.86,"['Robert', 'John', 'James', 'Richard', 'Michael']"
1945,CO,21336,West,0.85,"['Robert', 'John', 'James', 'Richard', 'Mary']"
1945,CT,29325,Northeast,1.17,"['Robert', 'John', 'Richard', 'William', 'James']"
1945,DE,4634,South,0.19,"['Robert', 'John', 'William', 'James', 'Mary']"
1945,FL,45929,South,1.84,"['James', 'Robert', 'John', 'Mary', 'William']"
1945,GA,69206,South,2.77,"['James', 'Robert', 'William', 'John', 'Linda']"
1945,HI,9610,West,0.38,"['Robert', 'James', 'John', 'Michael', 'Dennis']"
1945,ID,9050,West,0.36,"['Linda', 'Robert', 'John', 'James', 'Richard']"
1945,IL,126849,Midwest,5.07,"['Robert', 'James', 'John', 'Richard', 'William']"
1945,IN,61376,Midwest,2.45,"['James', 'Robert', 'John', 'Mary', 'David']"
1945,IA,40384,Midwest,1.61,"['Mary', 'James', 'Robert', 'John', 'Linda']"
1945,KS,28884,Midwest,1.15,"['Robert', 'James', 'John', 'Mary', 'Larry']"
1945,KY,54424,South,2.18,"['James', 'William', 'Robert', 'Charles', 'Linda']"
1945,LA,51240,South,2.05,"['Mary', 'James', 'John', 'Robert', 'Charles']"
1945,ME,14028,Northeast,0.56,"['Robert', 'Richard', 'John', 'David', 'James']"
1945,MD,36056,South,1.44,"['John', 'James', 'Robert', 'William', 'Mary']"
1945,MA,71539,Northeast,2.86,"['Robert', 'John', 'Richard', 'James', 'William']"
1945,MI,102484,Midwest,4.10,"['Robert', 'James', 'John', 'Richard', 'William']"
1945,MN,48347,Midwest,1.93,"['James', 'Mary', 'Robert', 'Richard', 'John']"
1945,MS,46125,South,1.84,"['James', 'Robert', 'Willie', 'John', 'William']"
1945,MO,61533,Midwest,2.46,"['James', 'Robert', 'John', 'William', 'Linda']"
1945,MT,8286,West,0.33,"['James', 'Robert', 'John', 'Richard', 'Mary']"
1945,NE,20983,Midwest,0.84,"['Robert', 'James', 'Mary', 'John', 'Richard']"
1945,NV,2030,West,0.08,"['Robert', 'James', 'John', 'Mary', 'Richard']"
1945,NH,6987,Northeast,0.28,"['Robert', 'Richard', 'John', 'William', 'James']"
1945,NJ,68469,Northeast,2.74,"['Robert', 'John', 'William', 'Richard', 'James']"
1945,NM,12710,West,0.51,"['Mary', 'Robert', 'James', 'John', 'Joe']"
1945,NY,222306,Northeast,8.89,"['Robert', 'John', 'Richard', 'James', 'William']"
1945,NC,81843,South,3.27,"['James', 'William', 'Linda', 'Robert', 'John']"
1945,ND,10912,Midwest,0.44,"['James', 'Robert', 'Richard', 'Mary', 'Sharon']"
1945,OH,122729,Midwest,4.91,"['James', 'Robert', 'John', 'William', 'Richard']"
1945,OK,38743,South,1.55,"['James', 'Mary', 'John', 'Robert', 'Larry']"
1945,OR,20927,West,0.84,"['Robert', 'John', 'James', 'Linda', 'Richard']"
1945,PA,160284,Northeast,6.41,"['John', 'Robert', 'James', 'William', 'Richard']"
1945,RI,11798,Northeast,0.47,"['Robert', 'John', 'Richard', 'William', 'James']"
1945,SC,46489,South,1.86,"['James', 'John', 'Robert', 'William', 'Charles']"
1945,SD,9824,Midwest,0.39,"['James', 'Robert', 'Richard', 'Mary', 'Carol']"
1945,TN,60343,South,2.41,"['James', 'Linda', 'William', 'Robert', 'Charles']"
1945,TX,149162,South,5.96,"['James', 'Robert', 'John', 'Charles', 'William']"
1945,UT,13330,West,0.53,"['Robert', 'Richard', 'David', 'John', 'Linda']"
1945,VT,5200,Northeast,0.21,"['Robert', 'John', 'James', 'Richard', 'David']"
1945,VA,57707,South,2.31,"['James', 'Mary', 'William', 'Robert', 'John']"
1945,WA,39547,West,1.58,"['Robert', 'John', 'James', 'Richard', 'Linda']"
1945,WV,35773,South,1.43,"['James', 'William', 'Mary', 'Robert', 'Linda']"
1945,WI,54907,Midwest,2.19,"['James', 'Robert', 'John', 'Richard', 'David']"
1945,WY,3769,West,0.15,"['Robert', 'John', 'James', 'Mary', 'Richard']"
1946,AK,1269,West,0.04,"['John', 'Mary', 'James', 'Robert', 'David']"
1946,AL,71181,South,2.35,"['James', 'John', 'William', 'Linda', 'Robert']"
1946,AZ,14937,West,0.49,"['Mary', 'Robert', 'John', 'Richard', 'James']"
1946,AR,43321,South,1.43,"['James', 'Mary', 'Charles', 'Robert', 'Larry']"
1946,CA,204924,West,6.76,"['Robert', 'John', 'Richard', 'James', 'Michael']"
1946,CO,26463,West,0.87,"['Robert', 'John', 'James', 'Richard', 'Mary']"
1946,CT,36516,Northeast,1.20,"['Robert', 'John', 'Richard', 'William', 'James']"
1946,DE,5590,South,0.18,"['John', 'Robert', 'William', 'James', 'Richard']"
1946,FL,49797,South,1.64,"['James', 'Robert', 'John', 'William', 'Mary']"
1946,GA,79750,South,2.63,"['James', 'William', 'Robert', 'John', 'Linda']"
1946,HI,10064,West,0.33,"['Robert', 'John', 'Michael', 'Dennis', 'James']"
1946,ID,10896,West,0.36,"['Linda', 'Robert', 'John', 'Richard', 'James']"
1946,IL,160738,Midwest,5.30,"['Robert', 'James', 'John', 'Richard', 'William']"
1946,IN,77802,Midwest,2.57,"['James', 'Robert', 'John', 'David', 'Michael']"
1946,IA,51366,Midwest,1.69,"['James', 'Mary', 'Robert', 'John', 'Richard']"
1946,KS,34497,Midwest,1.14,"['Robert', 'James', 'John', 'Linda', 'Mary']"
1946,KY,66034,South,2.18,"['James', 'William', 'Robert', 'John', 'Charles']"
1946,LA,61167,South,2.02,"['James', 'John', 'Robert', 'Charles', 'Linda']"
1946,ME,17403,Northeast,0.57,"['Robert', 'Richard', 'John', 'James', 'David']"
1946,MD,43060,South,1.42,"['John', 'Robert', 'James', 'William', 'Mary']"
1946,MA,91386,Northeast,3.01,"['Robert', 'John', 'Richard', 'William', 'James']"
1946,MI,127859,Midwest,4.22,"['Robert', 'James', 'John', 'Mary', 'Richard']"
1946,MN,60628,Midwest,2.00,"['James', 'Robert', 'John', 'Richard', 'David']"
1946,MS,53306,South,1.76,"['James', 'Robert', 'John', 'Willie', 'William']"
1946,MO,75633,Midwest,2.49,"['James', 'Robert', 'Mary', 'John', 'William']"
1946,MT,10436,West,0.34,"['Robert', 'James', 'John', 'Mary', 'William']"
1946,NE,24354,Midwest,0.80,"['Robert', 'James', 'Mary', 'John', 'Richard']"
1946,NV,2090,West,0.07,"['Robert', 'John', 'James', 'Richard', 'William']"
1946,NH,9623,Northeast,0.32,"['Robert', 'Richard', 'John', 'David', 'James']"
1946,NJ,85411,Northeast,2.82,"['Robert', 'John', 'William', 'Richard', 'James']"
1946,NM,14944,West,0.49,"['Mary', 'Robert', 'John', 'Joe', 'James']"
1946,NY,272872,Northeast,9.00,"['Robert', 'John', 'Richard', 'James', 'William']"
1946,NC,94228,South,3.11,"['James', 'William', 'Robert', 'John', 'Brenda']"
1946,ND,12657,Midwest,0.42,"['James', 'Mary', 'Robert', 'Richard', 'Larry']"
1946,OH,158033,Midwest,5.21,"['James', 'Robert', 'John', 'Richard', 'William']"
1946,OK,44981,South,1.48,"['James', 'Larry', 'Mary', 'Robert', 'John']"
1946,OR,26836,West,0.88,"['Robert', 'John', 'James', 'Richard', 'Michael']"
1946,PA,203674,Northeast,6.72,"['John', 'Robert', 'James', 'William', 'Richard']"
1946,RI,14587,Northeast,0.48,"['Robert', 'Richard', 'John', 'James', 'William']"
1946,SC,51709,South,1.71,"['James', 'Mary', 'John', 'William', 'Robert']"
1946,SD,11918,Midwest,0.39,"['Robert', 'James', 'Mary', 'Richard', 'David']"
1946,TN,73260,South,2.42,"['James', 'William', 'Robert', 'John', 'Charles']"
1946,TX,172172,South,5.68,"['James', 'Robert', 'John', 'Charles', 'David']"
1946,UT,15418,West,0.51,"['Robert', 'David', 'Richard', 'Linda', 'John']"
1946,VT,6497,Northeast,0.21,"['Robert', 'Richard', 'James', 'John', 'Patricia']"
1946,VA,65431,South,2.16,"['James', 'William', 'Robert', 'John', 'Linda']"
1946,WA,46702,West,1.54,"['Robert', 'James', 'John', 'Richard', 'Michael']"
1946,WV,45056,South,1.49,"['James', 'Robert', 'John', 'Linda', 'William']"
1946,WI,67412,Midwest,2.22,"['James', 'Mary', 'Robert', 'John', 'Richard']"
1946,WY,4392,West,0.14,"['James', 'Robert', 'John', 'Mary', 'Richard']"
1947,AK,1697,West,0.05,"['John', 'Mary', 'James', 'Linda', 'William']"
1947,AL,79229,South,2.31,"['James', 'John', 'William', 'Robert', 'Charles']"
1947,AZ,17562,West,0.51,"['Linda', 'Mary', 'Robert', 'John', 'Richard']"
1947,AR,47395,South,1.38,"['James', 'Larry', 'John', 'Robert', 'Charles']"
1947,CA,232274,West,6.78,"['Robert', 'John', 'Michael', 'James', 'Richard']"
1947,CO,29760,West,0.87,"['Linda', 'Robert', 'John', 'James', 'Mary']"
1947,CT,40435,Northeast,1.18,"['Robert', 'John', 'Linda', 'Richard', 'William']"
1947,DE,6446,South,0.19,"['William', 'John', 'Robert', 'James', 'Linda']"
1947,FL,55899,South,1.63,"['James', 'Linda', 'Robert', 'John', 'William']"
1947,GA,88697,South,2.59,"['James', 'Linda', 'William', 'John', 'Robert']"
1947,HI,11518,West,0.34,"['Robert', 'Michael', 'John', 'Dennis', 'James']"
1947,ID,12830,West,0.37,"['Linda', 'Robert', 'James', 'David', 'Richard']"
1947,IL,181378,Midwest,5.29,"['James', 'Robert', 'John', 'William', 'Richard']"
1947,IN,88057,Midwest,2.57,"['Linda', 'James', 'John', 'Robert', 'David']"
1947,IA,58670,Midwest,1.71,"['James', 'Mary', 'John', 'David', 'Robert']"
1947,KS,38518,Midwest,1.12,"['Linda', 'Robert', 'John', 'James', 'Mary']"
1947,KY,73861,South,2.15,"['James', 'Linda', 'Mary', 'William', 'Larry']"
1947,LA,66928,South,1.95,"['Mary', 'James', 'John', 'Robert', 'Charles']"
1947,ME,20728,Northeast,0.60,"['Linda', 'Robert', 'Richard', 'David', 'John']"
1947,MD,49781,South,1.45,"['John', 'Linda', 'James', 'Robert', 'William']"
1947,MA,101151,Northeast,2.95,"['Robert', 'John', 'Richard', 'Linda', 'James']"
1947,MI,148934,Midwest,4.35,"['Robert', 'James', 'John', 'David', 'Michael']"
1947,MN,67998,Midwest,1.98,"['Linda', 'James', 'Mary', 'Robert', 'John']"
1947,MS,58126,South,1.70,"['James', 'Robert', 'Linda', 'John', 'Willie']"
1947,MO,84732,Midwest,2.47,"['James', 'Robert', 'John', 'Mary', 'William']"
1947,MT,12198,West,0.36,"['Linda', 'John', 'Robert', 'James', 'Richard']"
1947,NE,28066,Midwest,0.82,"['Robert', 'James', 'John', 'Mary', 'Richard']"
1947,NV,2862,West,0.08,"['Linda', 'Robert', 'John', 'Michael', 'James']"
1947,NH,11737,Northeast,0.34,"['Robert', 'Linda', 'Richard', 'John', 'James']"
1947,NJ,95890,Northeast,2.80,"['Robert', 'John', 'William', 'James', 'Richard']"
1947,NM,17172,West,0.50,"['Mary', 'Linda', 'Robert', 'Richard', 'David']"
1947,NY,308367,Northeast,9.00,"['Robert', 'John', 'James', 'Richard', 'William']"
1947,NC,105663,South,3.08,"['James', 'Linda', 'William', 'Robert', 'John']"
1947,ND,14374,Midwest,0.42,"['Linda', 'James', 'Robert', 'Richard', 'David']"
1947,OH,184885,Midwest,5.39,"['Robert', 'James', 'John', 'David', 'William']"
1947,OK,47950,South,1.40,"['James', 'Larry', 'John', 'Robert', 'David']"
1947,OR,32274,West,0.94,"['Linda', 'Robert', 'James', 'John', 'David']"
1947,PA,232298,Northeast,6.78,"['John', 'Robert', 'James', 'William', 'Mary']"
1947,RI,16410,Northeast,0.48,"['Robert', 'John', 'Richard', 'Linda', 'William']"
1947,SC,57077,South,1.67,"['James', 'John', 'William', 'Robert', 'Charles']"
1947,SD,13658,Midwest,0.40,"['Linda', 'Robert', 'James', 'Mary', 'David']"
