year,state,births,region,percent,topFive
1987,WI,61321,Midwest,1.88,"['Michael', 'Ashley', 'Amanda', 'Andrew', 'Matthew']"
1987,WY,4635,West,0.14,"['Ashley', 'Jessica', 'Michael', 'Matthew', 'Amanda']"
1988,AK,7586,West,0.23,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'James']"
1988,AL,47425,South,1.42,"['Jessica', 'Justin', 'Christopher', 'Joshua', 'Michael']"
1988,AZ,54586,West,1.63,"['Michael', 'Ashley', 'Christopher', 'Matthew', 'Joshua']"
1988,AR,27047,South,0.81,"['Jessica', 'Christopher', 'Ashley', 'Joshua', 'Justin']"
1988,CA,480327,West,14.38,"['Michael', 'Christopher', 'Daniel', 'David', 'Matthew']"
1988,CO,44929,West,1.34,"['Michael', 'Christopher', 'Matthew', 'Jessica', 'Ashley']"
1988,CT,40424,Northeast,1.21,"['Michael', 'Christopher', 'Matthew', 'Jessica', 'Daniel']"
1988,DE,7923,South,0.24,"['Michael', 'Matthew', 'Ashley', 'Christopher', 'Jessica']"
1988,FL,157204,South,4.71,"['Michael', 'Christopher', 'Joshua', 'Matthew', 'David']"
1988,GA,86754,South,2.60,"['Christopher', 'Joshua', 'Michael', 'Matthew', 'James']"
1988,HI,11729,West,0.35,"['Michael', 'Joshua', 'Christopher', 'Ashley', 'Matthew']"
1988,ID,11575,West,0.35,"['Jessica', 'Michael', 'Amanda', 'Ashley', 'Joshua']"
1988,IL,157069,Midwest,4.70,"['Michael', 'Matthew', 'Christopher', 'Daniel', 'Andrew']"
1988,IN,72691,Midwest,2.18,"['Jessica', 'Michael', 'Joshua', 'Christopher', 'Matthew']"
1988,IA,33324,Midwest,1.00,"['Ashley', 'Matthew', 'Andrew', 'Amanda', 'Michael']"
1988,KS,30965,Midwest,0.93,"['Joshua', 'Jessica', 'Ashley', 'Michael', 'Matthew']"
1988,KY,44055,South,1.32,"['Joshua', 'Jessica', 'Justin', 'Christopher', 'Michael']"
1988,LA,57870,South,1.73,"['Christopher', 'Joshua', 'Ashley', 'Michael', 'Justin']"
1988,ME,13405,Northeast,0.40,"['Joshua', 'Matthew', 'Michael', 'Ashley', 'Christopher']"
1988,MD,56585,South,1.69,"['Michael', 'Christopher', 'Ashley', 'Matthew', 'Jessica']"
1988,MA,78617,Northeast,2.35,"['Michael', 'Matthew', 'Christopher', 'Jessica', 'Daniel']"
1988,MI,122030,Midwest,3.65,"['Michael', 'Matthew', 'Christopher', 'Joshua', 'Andrew']"
1988,MN,58228,Midwest,1.74,"['Michael', 'Matthew', 'Andrew', 'Ashley', 'Amanda']"
1988,MS,29851,South,0.89,"['Christopher', 'Jessica', 'Justin', 'James', 'Joshua']"
1988,MO,68142,Midwest,2.04,"['Michael', 'Ashley', 'Jessica', 'Christopher', 'Joshua']"
1988,MT,8136,West,0.24,"['Jessica', 'Michael', 'Amanda', 'Matthew', 'Ashley']"
1988,NE,19926,Midwest,0.60,"['Ashley', 'Jessica', 'Matthew', 'Andrew', 'Michael']"
1988,NV,12850,West,0.38,"['Michael', 'Jessica', 'Ashley', 'Christopher', 'Joshua']"
1988,NH,14329,Northeast,0.43,"['Michael', 'Matthew', 'Christopher', 'Joshua', 'Ashley']"
1988,NJ,96666,Northeast,2.89,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Joseph']"
1988,NM,20733,West,0.62,"['Michael', 'Amanda', 'Christopher', 'Jessica', 'Joshua']"
1988,NY,243470,Northeast,7.29,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Joseph']"
1988,NC,81816,South,2.45,"['Christopher', 'Joshua', 'Michael', 'Justin', 'Matthew']"
1988,ND,8716,Midwest,0.26,"['Michael', 'Amanda', 'Ashley', 'Jessica', 'Matthew']"
1988,OH,145467,Midwest,4.35,"['Michael', 'Joshua', 'Matthew', 'Christopher', 'Andrew']"
1988,OK,38118,South,1.14,"['Joshua', 'Jessica', 'Christopher', 'Ashley', 'Michael']"
1988,OR,34013,West,1.02,"['Michael', 'Christopher', 'Jessica', 'Amanda', 'Andrew']"
1988,PA,148910,Northeast,4.46,"['Michael', 'Matthew', 'Amanda', 'Christopher', 'Andrew']"
1988,RI,11498,Northeast,0.34,"['Michael', 'Matthew', 'Christopher', 'Amanda', 'Ashley']"
1988,SC,41186,South,1.23,"['Christopher', 'Joshua', 'Michael', 'Justin', 'James']"
1988,SD,8424,Midwest,0.25,"['Ashley', 'Michael', 'Joshua', 'Amanda', 'Jessica']"
1988,TN,62743,South,1.88,"['Joshua', 'Jessica', 'Christopher', 'Justin', 'Michael']"
1988,TX,272165,South,8.15,"['Christopher', 'Michael', 'Joshua', 'Justin', 'David']"
1988,UT,29810,West,0.89,"['Jessica', 'Michael', 'Ashley', 'Joshua', 'Matthew']"
1988,VT,5916,Northeast,0.18,"['Michael', 'Christopher', 'Matthew', 'Joshua', 'Ashley']"
1988,VA,75927,South,2.27,"['Christopher', 'Michael', 'Matthew', 'Joshua', 'Amanda']"
1988,WA,60467,West,1.81,"['Michael', 'Jessica', 'Christopher', 'Ashley', 'Joshua']"
1988,WV,18999,South,0.57,"['Joshua', 'Ashley', 'Justin', 'Jessica', 'Amanda']"
1988,WI,61019,Midwest,1.83,"['Michael', 'Ashley', 'Matthew', 'Andrew', 'Amanda']"
1988,WY,4399,West,0.13,"['Michael', 'Jessica', 'Ashley', 'Joshua', 'Christopher']"
1989,AK,7878,West,0.23,"['Michael', 'Christopher', 'Joshua', 'Matthew', 'Jessica']"
1989,AL,49687,South,1.43,"['Christopher', 'Joshua', 'Jessica', 'Justin', 'Brittany']"
1989,AZ,55663,West,1.60,"['Michael', 'Christopher', 'Joshua', 'Daniel', 'Matthew']"
1989,AR,27830,South,0.80,"['Christopher', 'Jessica', 'Brittany', 'Joshua', 'Justin']"
1989,CA,512435,West,14.75,"['Michael', 'Christopher', 'Daniel', 'David', 'Matthew']"
1989,CO,44754,West,1.29,"['Michael', 'Christopher', 'Matthew', 'Ashley', 'Joshua']"
1989,CT,41259,Northeast,1.19,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Jessica']"
1989,DE,8383,South,0.24,"['Michael', 'Christopher', 'Matthew', 'Ashley', 'Joshua']"
1989,FL,166255,South,4.78,"['Michael', 'Christopher', 'Joshua', 'Brittany', 'Matthew']"
1989,GA,91273,South,2.63,"['Christopher', 'Brittany', 'Joshua', 'Michael', 'Jessica']"
1989,HI,11952,West,0.34,"['Joshua', 'Michael', 'Christopher', 'Ashley', 'Matthew']"
1989,ID,11822,West,0.34,"['Jessica', 'Joshua', 'Michael', 'Jacob', 'Ashley']"
1989,IL,164060,Midwest,4.72,"['Michael', 'Matthew', 'Christopher', 'Jessica', 'Daniel']"
1989,IN,73918,Midwest,2.13,"['Joshua', 'Michael', 'Christopher', 'Brittany', 'Matthew']"
1989,IA,34082,Midwest,0.98,"['Michael', 'Ashley', 'Jessica', 'Joshua', 'Matthew']"
1989,KS,31174,Midwest,0.90,"['Joshua', 'Jessica', 'Ashley', 'Michael', 'Christopher']"
1989,KY,45736,South,1.32,"['Joshua', 'Christopher', 'Brittany', 'Jessica', 'James']"
1989,LA,57663,South,1.66,"['Brittany', 'Christopher', 'Joshua', 'Michael', 'Ashley']"
1989,ME,13923,Northeast,0.40,"['Joshua', 'Christopher', 'Michael', 'Matthew', 'Ashley']"
1989,MD,59781,South,1.72,"['Michael', 'Christopher', 'Ashley', 'Brittany', 'Matthew']"
1989,MA,82227,Northeast,2.37,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Andrew']"
1989,MI,129859,Midwest,3.74,"['Michael', 'Ashley', 'Christopher', 'Joshua', 'Matthew']"
1989,MN,59837,Midwest,1.72,"['Michael', 'Andrew', 'Matthew', 'Ashley', 'Nicholas']"
1989,MS,30861,South,0.89,"['Christopher', 'Brittany', 'Ashley', 'James', 'Justin']"
1989,MO,70261,Midwest,2.02,"['Michael', 'Christopher', 'Jessica', 'Ashley', 'Joshua']"
1989,MT,8196,West,0.24,"['Michael', 'Ashley', 'Jessica', 'Matthew', 'Amanda']"
1989,NE,20112,Midwest,0.58,"['Michael', 'Ashley', 'Matthew', 'Jessica', 'Joshua']"
1989,NV,14121,West,0.41,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Ashley']"
1989,NH,14880,Northeast,0.43,"['Michael', 'Matthew', 'Christopher', 'Ryan', 'Nicholas']"
1989,NJ,103062,Northeast,2.97,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Jessica']"
1989,NM,20762,West,0.60,"['Michael', 'Christopher', 'Ashley', 'Matthew', 'Jessica']"
1989,NY,253468,Northeast,7.29,"['Michael', 'Matthew', 'Christopher', 'Joseph', 'Daniel']"
1989,NC,86924,South,2.50,"['Christopher', 'Joshua', 'Michael', 'Jessica', 'Justin']"
1989,ND,8378,Midwest,0.24,"['Matthew', 'Michael', 'Joshua', 'Ashley', 'Tyler']"
1989,OH,147906,Midwest,4.26,"['Michael', 'Matthew', 'Joshua', 'Christopher', 'Andrew']"
1989,OK,37768,South,1.09,"['Joshua', 'Ashley', 'Jessica', 'Michael', 'Christopher']"
1989,OR,35517,West,1.02,"['Michael', 'Jessica', 'Christopher', 'Joshua', 'Andrew']"
1989,PA,153201,Northeast,4.41,"['Michael', 'Matthew', 'Christopher', 'Amanda', 'Andrew']"
1989,RI,11900,Northeast,0.34,"['Michael', 'Matthew', 'Christopher', 'Amanda', 'Ashley']"
1989,SC,43374,South,1.25,"['Brittany', 'Christopher', 'Joshua', 'Michael', 'James']"
1989,SD,8350,Midwest,0.24,"['Michael', 'Joshua', 'Ashley', 'Andrew', 'Amanda']"
1989,TN,64410,South,1.85,"['Joshua', 'Christopher', 'Ashley', 'Michael', 'James']"
1989,TX,281371,South,8.10,"['Christopher', 'Michael', 'Joshua', 'Matthew', 'Amanda']"
1989,UT,29999,West,0.86,"['Jessica', 'Michael', 'Joshua', 'Christopher', 'Ashley']"
1989,VT,6167,Northeast,0.18,"['Michael', 'Joshua', 'Christopher', 'Matthew', 'Amanda']"
1989,VA,78932,South,2.27,"['Michael', 'Christopher', 'Brittany', 'Ashley', 'Joshua']"
1989,WA,63480,West,1.83,"['Michael', 'Christopher', 'Jessica', 'Ashley', 'Joshua']"
1989,WV,19053,South,0.55,"['Joshua', 'Brittany', 'Christopher', 'Justin', 'Jessica']"
1989,WI,62372,Midwest,1.79,"['Michael', 'Ashley', 'Matthew', 'Amanda', 'Andrew']"
1989,WY,4233,West,0.12,"['Michael', 'Christopher', 'Jessica', 'Ashley', 'Kyle']"
1990,AK,7830,West,0.22,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Matthew']"
1990,AL,49572,South,1.39,"['Christopher', 'Joshua', 'Brittany', 'Jessica', 'Justin']"
1990,AZ,56976,West,1.60,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'Daniel']"
1990,AR,28100,South,0.79,"['Christopher', 'Jessica', 'Ashley', 'Brittany', 'Michael']"
1990,CA,552256,West,15.49,"['Michael', 'Christopher', 'Daniel', 'David', 'Jose']"
1990,CO,45163,West,1.27,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Matthew']"
1990,CT,41620,Northeast,1.17,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Jessica']"
1990,DE,8619,South,0.24,"['Michael', 'Christopher', 'Matthew', 'Jessica', 'Robert']"
1990,FL,170711,South,4.79,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'Brittany']"
1990,GA,92773,South,2.60,"['Christopher', 'Joshua', 'Brittany', 'Michael', 'Jessica']"
1990,HI,12659,West,0.35,"['Joshua', 'Michael', 'Ashley', 'Christopher', 'Justin']"
1990,ID,12183,West,0.34,"['Michael', 'Jessica', 'Jacob', 'Ashley', 'Christopher']"
1990,IL,167647,Midwest,4.70,"['Michael', 'Matthew', 'Christopher', 'Daniel', 'David']"
1990,IN,75673,Midwest,2.12,"['Michael', 'Joshua', 'Matthew', 'Christopher', 'Brittany']"
1990,IA,34493,Midwest,0.97,"['Ashley', 'Michael', 'Jacob', 'Matthew', 'Tyler']"
1990,KS,30854,Midwest,0.87,"['Michael', 'Joshua', 'Jessica', 'Ashley', 'Christopher']"
1990,KY,46024,South,1.29,"['Joshua', 'Brittany', 'Christopher', 'James', 'Jessica']"
1990,LA,56627,South,1.59,"['Brittany', 'Joshua', 'Christopher', 'Michael', 'Justin']"
1990,ME,13861,Northeast,0.39,"['Joshua', 'Michael', 'Matthew', 'Ashley', 'Christopher']"
1990,MD,61527,South,1.73,"['Michael', 'Christopher', 'Brittany', 'Matthew', 'Jessica']"
1990,MA,82725,Northeast,2.32,"['Michael', 'Matthew', 'Christopher', 'Daniel', 'Jessica']"
1990,MI,133429,Midwest,3.74,"['Michael', 'Joshua', 'Matthew', 'Jessica', 'Christopher']"
1990,MN,59644,Midwest,1.67,"['Michael', 'Andrew', 'Matthew', 'Ashley', 'Nicholas']"
1990,MS,30920,South,0.87,"['Christopher', 'Brittany', 'James', 'Joshua', 'Jessica']"
1990,MO,70790,Midwest,1.98,"['Michael', 'Ashley', 'Jessica', 'Christopher', 'Joshua']"
1990,MT,8008,West,0.22,"['Michael', 'Joshua', 'Jessica', 'Matthew', 'Christopher']"
1990,NE,20098,Midwest,0.56,"['Michael', 'Ashley', 'Jessica', 'Andrew', 'Matthew']"
1990,NV,15508,West,0.43,"['Michael', 'Ashley', 'Christopher', 'Jessica', 'Joshua']"
1990,NH,14460,Northeast,0.41,"['Michael', 'Christopher', 'Matthew', 'Joshua', 'Nicholas']"
1990,NJ,102680,Northeast,2.88,"['Michael', 'Christopher', 'Matthew', 'Daniel', 'Joseph']"
1990,NM,20680,West,0.58,"['Michael', 'Joshua', 'Christopher', 'Jessica', 'Amanda']"
1990,NY,260648,Northeast,7.31,"['Michael', 'Christopher', 'Matthew', 'Joseph', 'Daniel']"
1990,NC,88347,South,2.48,"['Christopher', 'Brittany', 'Joshua', 'Michael', 'Jessica']"
1990,ND,7856,Midwest,0.22,"['Ashley', 'Matthew', 'Michael', 'Tyler', 'Samantha']"
1990,OH,150638,Midwest,4.22,"['Michael', 'Matthew', 'Brittany', 'Joshua', 'Jessica']"
1990,OK,37973,South,1.06,"['Joshua', 'Jessica', 'Christopher', 'Michael', 'Matthew']"
1990,OR,36986,West,1.04,"['Michael', 'Joshua', 'Jessica', 'Christopher', 'Ashley']"
1990,PA,154756,Northeast,4.34,"['Michael', 'Matthew', 'Christopher', 'Jessica', 'Joshua']"
1990,RI,12174,Northeast,0.34,"['Michael', 'Christopher', 'Matthew', 'Nicholas', 'Ashley']"
1990,SC,44294,South,1.24,"['Brittany', 'Christopher', 'Michael', 'James', 'Jessica']"
1990,SD,8240,Midwest,0.23,"['Tyler', 'Michael', 'Joshua', 'Matthew', 'Jordan']"
1990,TN,65770,South,1.84,"['Joshua', 'Christopher', 'Jessica', 'James', 'Michael']"
1990,TX,290639,South,8.15,"['Michael', 'Christopher', 'Joshua', 'Matthew', 'David']"
1990,UT,30187,West,0.85,"['Jessica', 'Michael', 'Joshua', 'Tyler', 'Matthew']"
1990,VT,6014,Northeast,0.17,"['Michael', 'Christopher', 'Joshua', 'Ashley', 'Matthew']"
1990,VA,81074,South,2.27,"['Christopher', 'Michael', 'Joshua', 'Brittany', 'Jessica']"
1990,WA,66709,West,1.87,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'Ashley']"
1990,WV,19299,South,0.54,"['Joshua', 'Brittany', 'Christopher', 'Michael', 'Justin']"
1990,WI,62606,Midwest,1.76,"['Michael', 'Matthew', 'Andrew', 'Ashley', 'Jacob']"
1990,WY,4087,West,0.11,"['Michael', 'Ashley', 'Christopher', 'Joshua', 'Jessica']"
1991,AK,7739,West,0.22,"['Michael', 'Christopher', 'Jessica', 'James', 'Joshua']"
1991,AL,48444,South,1.38,"['Christopher', 'Joshua', 'Michael', 'Jessica', 'James']"
1991,AZ,56177,West,1.60,"['Michael', 'Christopher', 'Ashley', 'Jessica', 'Joshua']"
1991,AR,26999,South,0.77,"['Christopher', 'Ashley', 'Joshua', 'Jessica', 'Michael']"
1991,CA,549063,West,15.68,"['Michael', 'Christopher', 'Daniel', 'Jose', 'David']"
1991,CO,45051,West,1.29,"['Michael', 'Joshua', 'Jessica', 'Christopher', 'Ashley']"
1991,CT,40102,Northeast,1.14,"['Michael', 'Christopher', 'Matthew', 'Ashley', 'Nicholas']"
1991,DE,8416,South,0.24,"['Michael', 'Ashley', 'Christopher', 'Matthew', 'Joshua']"
1991,FL,165297,South,4.72,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Matthew']"
1991,GA,90463,South,2.58,"['Christopher', 'Michael', 'Joshua', 'Jessica', 'Brittany']"
1991,HI,12001,West,0.34,"['Joshua', 'Michael', 'Ashley', 'Matthew', 'Christopher']"
1991,ID,12318,West,0.35,"['Jessica', 'Michael', 'Jacob', 'Ashley', 'Joshua']"
1991,IL,164973,Midwest,4.71,"['Michael', 'Matthew', 'Christopher', 'Daniel', 'Joshua']"
1991,IN,74758,Midwest,2.13,"['Michael', 'Jessica', 'Joshua', 'Jacob', 'Christopher']"
1991,IA,33439,Midwest,0.95,"['Jacob', 'Tyler', 'Ashley', 'Michael', 'Matthew']"
1991,KS,29440,Midwest,0.84,"['Michael', 'Jessica', 'Ashley', 'Matthew', 'Joshua']"
1991,KY,46212,South,1.32,"['Joshua', 'Ashley', 'Brittany', 'James', 'Michael']"
1991,LA,56023,South,1.60,"['Christopher', 'Joshua', 'Michael', 'Brittany', 'Brandon']"
1991,ME,13360,Northeast,0.38,"['Joshua', 'Matthew', 'Michael', 'Ashley', 'Christopher']"
1991,MD,60290,South,1.72,"['Michael', 'Christopher', 'Matthew', 'Joshua', 'Jessica']"
1991,MA,77821,Northeast,2.22,"['Michael', 'Matthew', 'Christopher', 'Nicholas', 'Daniel']"
1991,MI,129044,Midwest,3.68,"['Michael', 'Ashley', 'Joshua', 'Matthew', 'Christopher']"
1991,MN,58399,Midwest,1.67,"['Michael', 'Matthew', 'Andrew', 'Tyler', 'Ashley']"
1991,MS,30207,South,0.86,"['Christopher', 'Joshua', 'Ashley', 'James', 'Michael']"
1991,MO,69721,Midwest,1.99,"['Michael', 'Ashley', 'Joshua', 'Jessica', 'Christopher']"
1991,MT,7880,West,0.22,"['Michael', 'Jessica', 'Jacob', 'Joshua', 'Cody']"
1991,NE,19465,Midwest,0.56,"['Jacob', 'Michael', 'Tyler', 'Matthew', 'Joshua']"
1991,NV,16281,West,0.46,"['Michael', 'Christopher', 'Ashley', 'Joshua', 'Jessica']"
1991,NH,13218,Northeast,0.38,"['Michael', 'Matthew', 'Christopher', 'Nicholas', 'Ryan']"
1991,NJ,100080,Northeast,2.86,"['Michael', 'Christopher', 'Matthew', 'Joseph', 'Jessica']"
1991,NM,20853,West,0.60,"['Michael', 'Joshua', 'Ashley', 'Matthew', 'Christopher']"
1991,NY,253294,Northeast,7.23,"['Michael', 'Christopher', 'Matthew', 'Joseph', 'Daniel']"
1991,NC,85887,South,2.45,"['Christopher', 'Joshua', 'Michael', 'Brittany', 'Jessica']"
1991,ND,7611,Midwest,0.22,"['Tyler', 'Michael', 'Matthew', 'Jacob', 'Ashley']"
1991,OH,149758,Midwest,4.28,"['Michael', 'Ashley', 'Joshua', 'Matthew', 'Christopher']"
1991,OK,37724,South,1.08,"['Joshua', 'Ashley', 'Jessica', 'Michael', 'Christopher']"
1991,OR,36523,West,1.04,"['Michael', 'Ashley', 'Jessica', 'Jacob', 'Christopher']"
1991,PA,151196,Northeast,4.32,"['Michael', 'Matthew', 'Christopher', 'Joshua', 'Jessica']"
1991,RI,11804,Northeast,0.34,"['Michael', 'Matthew', 'Christopher', 'Amanda', 'Nicholas']"
1991,SC,42514,South,1.21,"['Christopher', 'Michael', 'Joshua', 'James', 'Brittany']"
1991,SD,8127,Midwest,0.23,"['Michael', 'Tyler', 'Ashley', 'Jordan', 'Jacob']"
1991,TN,65763,South,1.88,"['Joshua', 'Ashley', 'Christopher', 'Michael', 'Jessica']"
1991,TX,289548,South,8.27,"['Michael', 'Christopher', 'Joshua', 'Matthew', 'Jose']"
1991,UT,29830,West,0.85,"['Jessica', 'Michael', 'Joshua', 'Tyler', 'Jacob']"
1991,VT,5649,Northeast,0.16,"['Joshua', 'Christopher', 'Tyler', 'Ashley', 'Michael']"
1991,VA,78958,South,2.25,"['Michael', 'Christopher', 'Joshua', 'Ashley', 'Jessica']"
1991,WA,66926,West,1.91,"['Michael', 'Jessica', 'Christopher', 'Ashley', 'Joshua']"
1991,WV,19089,South,0.54,"['Joshua', 'Brittany', 'Ashley', 'Michael', 'Jessica']"
1991,WI,61173,Midwest,1.75,"['Michael', 'Jacob', 'Matthew', 'Ashley', 'Tyler']"
1991,WY,4045,West,0.12,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Ashley']"
1992,AK,7530,West,0.22,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'Matthew']"
1992,AL,47725,South,1.39,"['Christopher', 'Joshua', 'James', 'Jessica', 'William']"
1992,AZ,57387,West,1.67,"['Michael', 'Jessica', 'Christopher', 'Ashley', 'Joshua']"
1992,AR,26181,South,0.76,"['Jessica', 'Ashley', 'Christopher', 'Joshua', 'Michael']"
1992,CA,540815,West,15.71,"['Michael', 'Daniel', 'Christopher', 'Jose', 'David']"
1992,CO,45787,West,1.33,"['Michael', 'Joshua', 'Christopher', 'Jessica', 'Tyler']"
1992,CT,38777,Northeast,1.13,"['Michael', 'Matthew', 'Christopher', 'Nicholas', 'Daniel']"
1992,DE,7975,South,0.23,"['Michael', 'Matthew', 'Christopher', 'James', 'Jessica']"
1992,FL,162470,South,4.72,"['Michael', 'Christopher', 'Jessica', 'Joshua', 'Brandon']"
1992,GA,90020,South,2.62,"['Christopher', 'Michael', 'Joshua', 'James', 'William']"
1992,HI,11636,West,0.34,"['Joshua', 'Michael', 'Ashley', 'Christopher', 'Matthew']"
1992,ID,12598,West,0.37,"['Jacob', 'Tyler', 'Jessica', 'Cody', 'Michael']"
1992,IL,161430,Midwest,4.69,"['Michael', 'Matthew', 'Jessica', 'Ashley', 'Daniel']"
1992,IN,72409,Midwest,2.10,"['Michael', 'Jacob', 'Tyler', 'Ashley', 'Joshua']"
1992,IA,32821,Midwest,0.95,"['Jacob', 'Tyler', 'Michael', 'Zachary', 'Ashley']"
1992,KS,29299,Midwest,0.85,"['Tyler', 'Ashley', 'Jacob', 'Michael', 'Jessica']"
1992,KY,45254,South,1.31,"['Ashley', 'Joshua', 'James', 'Christopher', 'Michael']"
1992,LA,54192,South,1.57,"['Christopher', 'Joshua', 'Michael', 'Brandon', 'Ashley']"
1992,ME,12659,Northeast,0.37,"['Nicholas', 'Joshua', 'Tyler', 'Christopher', 'Matthew']"
1992,MD,58730,South,1.71,"['Michael', 'Christopher', 'Matthew', 'Joshua', 'Jessica']"
1992,MA,76766,Northeast,2.23,"['Michael', 'Matthew', 'Christopher', 'Nicholas', 'Daniel']"
1992,MI,122905,Midwest,3.57,"['Michael', 'Ashley', 'Joshua', 'Matthew', 'Christopher']"
1992,MN,56681,Midwest,1.65,"['Michael', 'Tyler', 'Andrew', 'Matthew', 'Jacob']"
1992,MS,29266,South,0.85,"['Christopher', 'James', 'Ashley', 'Michael', 'William']"
1992,MO,67187,Midwest,1.95,"['Michael', 'Jessica', 'Ashley', 'Jacob', 'Matthew']"
1992,MT,7751,West,0.23,"['Michael', 'Tyler', 'Jacob', 'Matthew', 'Ashley']"
1992,NE,18820,Midwest,0.55,"['Tyler', 'Michael', 'Jacob', 'Matthew', 'Joshua']"
1992,NV,16308,West,0.47,"['Michael', 'Jessica', 'Ashley', 'Joshua', 'Christopher']"
1992,NH,12650,Northeast,0.37,"['Michael', 'Christopher', 'Tyler', 'Matthew', 'Nicholas']"
1992,NJ,98196,Northeast,2.85,"['Michael', 'Christopher', 'Matthew', 'Joseph', 'Daniel']"
1992,NM,20859,West,0.61,"['Michael', 'Joshua', 'Christopher', 'Ashley', 'Matthew']"
1992,NY,248010,Northeast,7.21,"['Michael', 'Christopher', 'Matthew', 'Joseph', 'Nicholas']"
1992,NC,86250,South,2.51,"['Christopher', 'Joshua', 'Michael', 'Ashley', 'Brittany']"
1992,ND,7476,Midwest,0.22,"['Michael', 'Tyler', 'Matthew', 'Ashley', 'Jacob']"
1992,OH,144842,Midwest,4.21,"['Michael', 'Ashley', 'Joshua', 'Matthew', 'Tyler']"
1992,OK,37518,South,1.09,"['Michael', 'Ashley', 'Joshua', 'Tyler', 'Christopher']"
1992,OR,35680,West,1.04,"['Michael', 'Jacob', 'Jessica', 'Tyler', 'Ashley']"
1992,PA,146257,Northeast,4.25,"['Michael', 'Matthew', 'Christopher', 'Tyler', 'Joshua']"
1992,RI,11634,Northeast,0.34,"['Michael', 'Christopher', 'Matthew', 'Nicholas', 'Ryan']"
1992,SC,41434,South,1.20,"['Christopher', 'James', 'Michael', 'Joshua', 'William']"
1992,SD,8152,Midwest,0.24,"['Tyler', 'Ashley', 'Cody', 'Matthew', 'Michael']"
1992,TN,64894,South,1.89,"['Christopher', 'Joshua', 'Ashley', 'Michael', 'James']"
1992,TX,290711,South,8.45,"['Michael', 'Christopher', 'Joshua', 'Jose', 'Matthew']"
1992,UT,30484,West,0.89,"['Jessica', 'Joshua', 'Michael', 'Tyler', 'Jacob']"
1992,VT,5395,Northeast,0.16,"['Michael', 'Tyler', 'Ryan', 'Nicholas', 'Joshua']"
1992,VA,78520,South,2.28,"['Michael', 'Christopher', 'Joshua', 'Matthew', 'Ashley']"
1992,WA,67064,West,1.95,"['Michael', 'Jacob', 'Tyler', 'Jessica', 'Joshua']"
1992,WV,18626,South,0.54,"['Joshua', 'Michael', 'Christopher', 'Brittany', 'Ashley']"
1992,WI,59503,Midwest,1.73,"['Michael', 'Jacob', 'Tyler', 'Matthew', 'Ashley']"
1992,WY,3882,West,0.11,"['Michael', 'Tyler', 'Joshua', 'Ashley', 'Jacob']"
1993,AK,6985,West,0.21,"['Michael', 'Tyler', 'Joshua', 'Matthew', 'Jessica']"
1993,AL,47251,South,1.40,"['Christopher', 'Michael', 'James', 'William', 'Joshua']"
1993,AZ,57012,West,1.69,"['Michael', 'Jessica', 'Christopher', 'Daniel', 'Tyler']"
1993,AR,25861,South,0.77,"['Christopher', 'Ashley', 'Michael', 'Joshua', 'Tyler']"
1993,CA,524729,West,15.60,"['Michael', 'Daniel', 'Jose', 'Christopher', 'David']"
1993,CO,44582,West,1.33,"['Michael', 'Tyler', 'Joshua', 'Matthew', 'Jessica']"
1993,CT,38072,Northeast,1.13,"['Michael', 'Matthew', 'Christopher', 'Nicholas', 'Ryan']"
1993,DE,7565,South,0.22,"['Michael', 'Matthew', 'Christopher', 'John', 'Jessica']"
1993,FL,162190,South,4.82,"['Michael', 'Christopher', 'Joshua', 'Jessica', 'Matthew']"
1993,GA,88548,South,2.63,"['Christopher', 'Michael', 'Joshua', 'William', 'James']"
1993,HI,11250,West,0.33,"['Joshua', 'Michael', 'Matthew', 'Christopher', 'Brandon']"
1993,ID,12607,West,0.37,"['Jacob', 'Jessica', 'Tyler', 'Ashley', 'Austin']"
1993,IL,160713,Midwest,4.78,"['Michael', 'Matthew', 'Daniel', 'Ashley', 'Nicholas']"
1993,IN,71796,Midwest,2.13,"['Jacob', 'Tyler', 'Michael', 'Zachary', 'Ashley']"
1993,IA,32409,Midwest,0.96,"['Jacob', 'Tyler', 'Austin', 'Zachary', 'Nicholas']"
1993,KS,28595,Midwest,0.85,"['Jacob', 'Tyler', 'Michael', 'Ashley', 'Joshua']"
1993,KY,43860,South,1.30,"['James', 'Michael', 'Joshua', 'Jacob', 'Ashley']"
1993,LA,52332,South,1.56,"['Christopher', 'Michael', 'Joshua', 'Brandon', 'Ashley']"
